speaker_reference,text,generated_wav,language,Speaker Name,Model Name
audios_demo/Evaluation/References_DAPS/m1_script1_clean_segment_2.wav, The early reports say the plane was diverted back to Afghanistan after being denied an emergency landing in Ürümqi.,audios_demo/Evaluation/HierSpeech++/Audios/m1_script1_clean_segment_2.wav/m1_script1_clean_segment_2.wav_en_135.wav,en,m1_script1,4 HierSpeech++
audios_demo/Evaluation/References_DAPS/m2_script1_clean_segment_7.wav," In an adoption, the birth parents terminate their parental rights so that another couple may parent the child.",audios_demo/Evaluation/HierSpeech++/Audios/m2_script1_clean_segment_7.wav/m2_script1_clean_segment_7.wav_en_154.wav,en,m2_script1,4 HierSpeech++
audios_demo/Evaluation/References_DAPS/m3_script1_clean_segment_31.wav," Swirl the two dry powders together and then, with clean wet hands, squeeze them into a ball.",audios_demo/Evaluation/HierSpeech++/Audios/m3_script1_clean_segment_31.wav/m3_script1_clean_segment_31.wav_en_167.wav,en,m3_script1,4 HierSpeech++
audios_demo/Evaluation/References_DAPS/m4_script2_clean_segment_0.wav, Pre-operative transgender people should not expect to pass through the scanners with their privacy and dignity intact.,audios_demo/Evaluation/HierSpeech++/Audios/m4_script2_clean_segment_0.wav/m4_script2_clean_segment_0.wav_en_170.wav,en,m4_script2,4 HierSpeech++
audios_demo/Evaluation/References_DAPS/m5_script2_clean_segment_18.wav," Unfortunately, studying traffic flow is difficult because driver behavior cannot be predicted with one-hundred percent certainty.",audios_demo/Evaluation/HierSpeech++/Audios/m5_script2_clean_segment_18.wav/m5_script2_clean_segment_18.wav_en_190.wav,en,m5_script2,4 HierSpeech++
audios_demo/Evaluation/References_DAPS/m6_script1_clean_segment_30.wav," Backpacking by ski: This activity is also called backcountry ski, ski touring or ski hiking.",audios_demo/Evaluation/HierSpeech++/Audios/m6_script1_clean_segment_30.wav/m6_script1_clean_segment_30.wav_en_202.wav,en,m6_script1,4 HierSpeech++
audios_demo/Evaluation/References_DAPS/m7_script1_clean_segment_37.wav, You can also have alloys that include small amounts of non-metallic elements like carbon.,audios_demo/Evaluation/HierSpeech++/Audios/m7_script1_clean_segment_37.wav/m7_script1_clean_segment_37.wav_en_206.wav,en,m7_script1,4 HierSpeech++
audios_demo/Evaluation/References_DAPS/m8_script2_clean_segment_8.wav, Gosling and Stone received nominations for Best Actor and Actress respectively.,audios_demo/Evaluation/HierSpeech++/Audios/m8_script2_clean_segment_8.wav/m8_script2_clean_segment_8.wav_en_226.wav,en,m8_script2,4 HierSpeech++
audios_demo/Evaluation/References_DAPS/m9_script2_clean_segment_4.wav," During his trip, Iwasaki ran into trouble on many occasions.",audios_demo/Evaluation/HierSpeech++/Audios/m9_script2_clean_segment_4.wav/m9_script2_clean_segment_4.wav_en_234.wav,en,m9_script2,4 HierSpeech++
audios_demo/Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," On the outlying islands credit cards will probably not be accepted, although British and United States currency may be taken; check with the owners in advance to determine what is an acceptable payment method.",audios_demo/Evaluation/Mega-TTS2/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_en_127.wav,en,f10_script2,3 Mega-TTS 2
audios_demo/Evaluation/References_DAPS/f1_script1_clean_segment_0.wav," The most readily accessible plant resources would have been the proteins accessible in leaves and legumes, but these are hard for primates like us to digest unless they are cooked.",audios_demo/Evaluation/Mega-TTS2/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_319.wav,en,f1_script1,3 Mega-TTS 2
audios_demo/Evaluation/References_DAPS/f2_script1_clean_segment_4.wav, His work is of such recognized quality and detail that he is one of the very few household names among philatelists. Some specialize in collecting his work alone.,audios_demo/Evaluation/Mega-TTS2/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_463.wav,en,f2_script1,3 Mega-TTS 2
audios_demo/Evaluation/References_DAPS/f3_script1_clean_segment_45.wav," Due to the underwater topology the return flow is concentrated at a few deeper sections, and a fast current to deep water may form there.",audios_demo/Evaluation/Mega-TTS2/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_en_767.wav,en,f3_script1,3 Mega-TTS 2
audios_demo/Evaluation/References_DAPS/f4_script2_clean_segment_10.wav, Professor Pamela Ferguson of the University of Dundee notes journalists do seem to be walking a dangerous line if publishing photos etc of suspects.,audios_demo/Evaluation/Mega-TTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_911.wav,en,f4_script2,3 Mega-TTS 2
audios_demo/Evaluation/References_DAPS/f5_script1_clean_segment_35.wav," In addition, be aware that odors attract bears and other wildlife, so avoid carrying or cooking odorous foods and keep a clean camp.",audios_demo/Evaluation/Mega-TTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_1087.wav,en,f5_script1,3 Mega-TTS 2
audios_demo/Evaluation/References_DAPS/f6_script2_clean_segment_22.wav," Local authorities are warning residents in the vicinity of the plant to stay indoors, turn off air-conditioners and not to drink tap water.",audios_demo/Evaluation/Mega-TTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_1327.wav,en,f6_script2,3 Mega-TTS 2
audios_demo/Evaluation/References_DAPS/f7_script1_clean_segment_41.wav," The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.",audios_demo/Evaluation/Mega-TTS2/Audios/f7_script1_clean_segment_41.wav/f7_script1_clean_segment_41.wav_en_1359.wav,en,f7_script1,3 Mega-TTS 2
audios_demo/Evaluation/References_DAPS/f8_script2_clean_segment_4.wav," Nature-based tourism attracts people interested in visiting natural areas for the purpose of enjoying the scenery, including plant and animal wildlife.",audios_demo/Evaluation/Mega-TTS2/Audios/f8_script2_clean_segment_4.wav/f8_script2_clean_segment_4.wav_en_1599.wav,en,f8_script2,3 Mega-TTS 2
audios_demo/Evaluation/References_DAPS/f9_script2_clean_segment_13.wav," Michael Schumacher ended his race not long after Alonso, because of the suspension damage in the numerous battles during the race.",audios_demo/Evaluation/Mega-TTS2/Audios/f9_script2_clean_segment_13.wav/f9_script2_clean_segment_13.wav_en_1839.wav,en,f9_script2,3 Mega-TTS 2
audios_demo/Evaluation/References_DAPS/m10_script2_clean_segment_26.wav," It is still produced today, but more importantly its aspect ratio has been inherited by digital camera image sensor formats.",audios_demo/Evaluation/Mega-TTS2/Audios/m10_script2_clean_segment_26.wav/m10_script2_clean_segment_26.wav_en_2047.wav,en,m10_script2,3 Mega-TTS 2
audios_demo/Evaluation/References_DAPS/m1_script1_clean_segment_2.wav, The early reports say the plane was diverted back to Afghanistan after being denied an emergency landing in Ürümqi.,audios_demo/Evaluation/Mega-TTS2/Audios/m1_script1_clean_segment_2.wav/m1_script1_clean_segment_2.wav_en_2175.wav,en,m1_script1,3 Mega-TTS 2
audios_demo/Evaluation/References_DAPS/m2_script1_clean_segment_7.wav," In an adoption, the birth parents terminate their parental rights so that another couple may parent the child.",audios_demo/Evaluation/Mega-TTS2/Audios/m2_script1_clean_segment_7.wav/m2_script1_clean_segment_7.wav_en_2479.wav,en,m2_script1,3 Mega-TTS 2
audios_demo/Evaluation/References_DAPS/m3_script1_clean_segment_31.wav," Swirl the two dry powders together and then, with clean wet hands, squeeze them into a ball.",audios_demo/Evaluation/Mega-TTS2/Audios/m3_script1_clean_segment_31.wav/m3_script1_clean_segment_31.wav_en_2687.wav,en,m3_script1,3 Mega-TTS 2
audios_demo/Evaluation/References_DAPS/m4_script2_clean_segment_0.wav, Pre-operative transgender people should not expect to pass through the scanners with their privacy and dignity intact.,audios_demo/Evaluation/Mega-TTS2/Audios/m4_script2_clean_segment_0.wav/m4_script2_clean_segment_0.wav_en_2735.wav,en,m4_script2,3 Mega-TTS 2
audios_demo/Evaluation/References_DAPS/m5_script2_clean_segment_18.wav," Unfortunately, studying traffic flow is difficult because driver behavior cannot be predicted with one-hundred percent certainty.",audios_demo/Evaluation/Mega-TTS2/Audios/m5_script2_clean_segment_18.wav/m5_script2_clean_segment_18.wav_en_3055.wav,en,m5_script2,3 Mega-TTS 2
audios_demo/Evaluation/References_DAPS/m6_script1_clean_segment_30.wav," Backpacking by ski: This activity is also called backcountry ski, ski touring or ski hiking.",audios_demo/Evaluation/Mega-TTS2/Audios/m6_script1_clean_segment_30.wav/m6_script1_clean_segment_30.wav_en_3247.wav,en,m6_script1,3 Mega-TTS 2
audios_demo/Evaluation/References_DAPS/m7_script1_clean_segment_37.wav, You can also have alloys that include small amounts of non-metallic elements like carbon.,audios_demo/Evaluation/Mega-TTS2/Audios/m7_script1_clean_segment_37.wav/m7_script1_clean_segment_37.wav_en_3311.wav,en,m7_script1,3 Mega-TTS 2
audios_demo/Evaluation/References_DAPS/m8_script2_clean_segment_8.wav, Gosling and Stone received nominations for Best Actor and Actress respectively.,audios_demo/Evaluation/Mega-TTS2/Audios/m8_script2_clean_segment_8.wav/m8_script2_clean_segment_8.wav_en_3631.wav,en,m8_script2,3 Mega-TTS 2
audios_demo/Evaluation/References_DAPS/m9_script2_clean_segment_4.wav," During his trip, Iwasaki ran into trouble on many occasions.",audios_demo/Evaluation/Mega-TTS2/Audios/m9_script2_clean_segment_4.wav/m9_script2_clean_segment_4.wav_en_3759.wav,en,m9_script2,3 Mega-TTS 2
audios_demo/Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," On the outlying islands credit cards will probably not be accepted, although British and United States currency may be taken; check with the owners in advance to determine what is an acceptable payment method.",audios_demo/Evaluation/StyleTTS2/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_en_7.wav,en,f10_script2,2 StyleTTS 2
audios_demo/Evaluation/References_DAPS/f1_script1_clean_segment_0.wav," The most readily accessible plant resources would have been the proteins accessible in leaves and legumes, but these are hard for primates like us to digest unless they are cooked.",audios_demo/Evaluation/StyleTTS2/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_19.wav,en,f1_script1,2 StyleTTS 2
audios_demo/Evaluation/References_DAPS/f2_script1_clean_segment_4.wav, His work is of such recognized quality and detail that he is one of the very few household names among philatelists. Some specialize in collecting his work alone.,audios_demo/Evaluation/StyleTTS2/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_28.wav,en,f2_script1,2 StyleTTS 2
audios_demo/Evaluation/References_DAPS/f3_script1_clean_segment_45.wav," Due to the underwater topology the return flow is concentrated at a few deeper sections, and a fast current to deep water may form there.",audios_demo/Evaluation/StyleTTS2/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_en_47.wav,en,f3_script1,2 StyleTTS 2
audios_demo/Evaluation/References_DAPS/f4_script2_clean_segment_10.wav, Professor Pamela Ferguson of the University of Dundee notes journalists do seem to be walking a dangerous line if publishing photos etc of suspects.,audios_demo/Evaluation/StyleTTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_56.wav,en,f4_script2,2 StyleTTS 2
audios_demo/Evaluation/References_DAPS/f5_script1_clean_segment_35.wav," In addition, be aware that odors attract bears and other wildlife, so avoid carrying or cooking odorous foods and keep a clean camp.",audios_demo/Evaluation/StyleTTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_67.wav,en,f5_script1,2 StyleTTS 2
audios_demo/Evaluation/References_DAPS/f6_script2_clean_segment_22.wav," Local authorities are warning residents in the vicinity of the plant to stay indoors, turn off air-conditioners and not to drink tap water.",audios_demo/Evaluation/StyleTTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_82.wav,en,f6_script2,2 StyleTTS 2
audios_demo/Evaluation/References_DAPS/f7_script1_clean_segment_41.wav," The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.",audios_demo/Evaluation/StyleTTS2/Audios/f7_script1_clean_segment_41.wav/f7_script1_clean_segment_41.wav_en_84.wav,en,f7_script1,2 StyleTTS 2
audios_demo/Evaluation/References_DAPS/f8_script2_clean_segment_4.wav," Nature-based tourism attracts people interested in visiting natural areas for the purpose of enjoying the scenery, including plant and animal wildlife.",audios_demo/Evaluation/StyleTTS2/Audios/f8_script2_clean_segment_4.wav/f8_script2_clean_segment_4.wav_en_99.wav,en,f8_script2,2 StyleTTS 2
audios_demo/Evaluation/References_DAPS/f9_script2_clean_segment_13.wav," Michael Schumacher ended his race not long after Alonso, because of the suspension damage in the numerous battles during the race.",audios_demo/Evaluation/StyleTTS2/Audios/f9_script2_clean_segment_13.wav/f9_script2_clean_segment_13.wav_en_114.wav,en,f9_script2,2 StyleTTS 2
audios_demo/Evaluation/References_DAPS/m10_script2_clean_segment_26.wav," It is still produced today, but more importantly its aspect ratio has been inherited by digital camera image sensor formats.",audios_demo/Evaluation/StyleTTS2/Audios/m10_script2_clean_segment_26.wav/m10_script2_clean_segment_26.wav_en_127.wav,en,m10_script2,2 StyleTTS 2
audios_demo/Evaluation/References_DAPS/m1_script1_clean_segment_2.wav, The early reports say the plane was diverted back to Afghanistan after being denied an emergency landing in Ürümqi.,audios_demo/Evaluation/StyleTTS2/Audios/m1_script1_clean_segment_2.wav/m1_script1_clean_segment_2.wav_en_135.wav,en,m1_script1,2 StyleTTS 2
audios_demo/Evaluation/References_DAPS/m2_script1_clean_segment_7.wav," In an adoption, the birth parents terminate their parental rights so that another couple may parent the child.",audios_demo/Evaluation/StyleTTS2/Audios/m2_script1_clean_segment_7.wav/m2_script1_clean_segment_7.wav_en_154.wav,en,m2_script1,2 StyleTTS 2
audios_demo/Evaluation/References_DAPS/m3_script1_clean_segment_31.wav," Swirl the two dry powders together and then, with clean wet hands, squeeze them into a ball.",audios_demo/Evaluation/StyleTTS2/Audios/m3_script1_clean_segment_31.wav/m3_script1_clean_segment_31.wav_en_167.wav,en,m3_script1,2 StyleTTS 2
audios_demo/Evaluation/References_DAPS/m4_script2_clean_segment_0.wav, Pre-operative transgender people should not expect to pass through the scanners with their privacy and dignity intact.,audios_demo/Evaluation/StyleTTS2/Audios/m4_script2_clean_segment_0.wav/m4_script2_clean_segment_0.wav_en_170.wav,en,m4_script2,2 StyleTTS 2
audios_demo/Evaluation/References_DAPS/m5_script2_clean_segment_18.wav," Unfortunately, studying traffic flow is difficult because driver behavior cannot be predicted with one-hundred percent certainty.",audios_demo/Evaluation/StyleTTS2/Audios/m5_script2_clean_segment_18.wav/m5_script2_clean_segment_18.wav_en_190.wav,en,m5_script2,2 StyleTTS 2
audios_demo/Evaluation/References_DAPS/m6_script1_clean_segment_30.wav," Backpacking by ski: This activity is also called backcountry ski, ski touring or ski hiking.",audios_demo/Evaluation/StyleTTS2/Audios/m6_script1_clean_segment_30.wav/m6_script1_clean_segment_30.wav_en_202.wav,en,m6_script1,2 StyleTTS 2
audios_demo/Evaluation/References_DAPS/m7_script1_clean_segment_37.wav, You can also have alloys that include small amounts of non-metallic elements like carbon.,audios_demo/Evaluation/StyleTTS2/Audios/m7_script1_clean_segment_37.wav/m7_script1_clean_segment_37.wav_en_206.wav,en,m7_script1,2 StyleTTS 2
audios_demo/Evaluation/References_DAPS/m8_script2_clean_segment_8.wav, Gosling and Stone received nominations for Best Actor and Actress respectively.,audios_demo/Evaluation/StyleTTS2/Audios/m8_script2_clean_segment_8.wav/m8_script2_clean_segment_8.wav_en_226.wav,en,m8_script2,2 StyleTTS 2
audios_demo/Evaluation/References_DAPS/m9_script2_clean_segment_4.wav," During his trip, Iwasaki ran into trouble on many occasions.",audios_demo/Evaluation/StyleTTS2/Audios/m9_script2_clean_segment_4.wav/m9_script2_clean_segment_4.wav_en_234.wav,en,m9_script2,2 StyleTTS 2
audios_demo/Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," On the outlying islands credit cards will probably not be accepted, although British and United States currency may be taken; check with the owners in advance to determine what is an acceptable payment method.",audios_demo/Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_en_7.wav,en,f10_script2,1 Tortoise
audios_demo/Evaluation/References_DAPS/f1_script1_clean_segment_0.wav," The most readily accessible plant resources would have been the proteins accessible in leaves and legumes, but these are hard for primates like us to digest unless they are cooked.",audios_demo/Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_19.wav,en,f1_script1,1 Tortoise
audios_demo/Evaluation/References_DAPS/f2_script1_clean_segment_4.wav, His work is of such recognized quality and detail that he is one of the very few household names among philatelists. Some specialize in collecting his work alone.,audios_demo/Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_28.wav,en,f2_script1,1 Tortoise
audios_demo/Evaluation/References_DAPS/f3_script1_clean_segment_45.wav," Due to the underwater topology the return flow is concentrated at a few deeper sections, and a fast current to deep water may form there.",audios_demo/Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_en_47.wav,en,f3_script1,1 Tortoise
audios_demo/Evaluation/References_DAPS/f4_script2_clean_segment_10.wav, Professor Pamela Ferguson of the University of Dundee notes journalists do seem to be walking a dangerous line if publishing photos etc of suspects.,audios_demo/Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_56.wav,en,f4_script2,1 Tortoise
audios_demo/Evaluation/References_DAPS/f5_script1_clean_segment_35.wav," In addition, be aware that odors attract bears and other wildlife, so avoid carrying or cooking odorous foods and keep a clean camp.",audios_demo/Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_67.wav,en,f5_script1,1 Tortoise
audios_demo/Evaluation/References_DAPS/f6_script2_clean_segment_22.wav," Local authorities are warning residents in the vicinity of the plant to stay indoors, turn off air-conditioners and not to drink tap water.",audios_demo/Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_82.wav,en,f6_script2,1 Tortoise
audios_demo/Evaluation/References_DAPS/f7_script1_clean_segment_41.wav," The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.",audios_demo/Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f7_script1_clean_segment_41.wav/f7_script1_clean_segment_41.wav_en_84.wav,en,f7_script1,1 Tortoise
audios_demo/Evaluation/References_DAPS/f8_script2_clean_segment_4.wav," Nature-based tourism attracts people interested in visiting natural areas for the purpose of enjoying the scenery, including plant and animal wildlife.",audios_demo/Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f8_script2_clean_segment_4.wav/f8_script2_clean_segment_4.wav_en_99.wav,en,f8_script2,1 Tortoise
audios_demo/Evaluation/References_DAPS/f9_script2_clean_segment_13.wav," Michael Schumacher ended his race not long after Alonso, because of the suspension damage in the numerous battles during the race.",audios_demo/Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f9_script2_clean_segment_13.wav/f9_script2_clean_segment_13.wav_en_114.wav,en,f9_script2,1 Tortoise
audios_demo/Evaluation/References_DAPS/m10_script2_clean_segment_26.wav," It is still produced today, but more importantly its aspect ratio has been inherited by digital camera image sensor formats.",audios_demo/Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/m10_script2_clean_segment_26.wav/m10_script2_clean_segment_26.wav_en_127.wav,en,m10_script2,1 Tortoise
audios_demo/Evaluation/References_DAPS/m1_script1_clean_segment_2.wav, The early reports say the plane was diverted back to Afghanistan after being denied an emergency landing in Ürümqi.,audios_demo/Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/m1_script1_clean_segment_2.wav/m1_script1_clean_segment_2.wav_en_135.wav,en,m1_script1,1 Tortoise
audios_demo/Evaluation/References_DAPS/m2_script1_clean_segment_7.wav," In an adoption, the birth parents terminate their parental rights so that another couple may parent the child.",audios_demo/Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/m2_script1_clean_segment_7.wav/m2_script1_clean_segment_7.wav_en_154.wav,en,m2_script1,1 Tortoise
audios_demo/Evaluation/References_DAPS/m3_script1_clean_segment_31.wav," Swirl the two dry powders together and then, with clean wet hands, squeeze them into a ball.",audios_demo/Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/m3_script1_clean_segment_31.wav/m3_script1_clean_segment_31.wav_en_167.wav,en,m3_script1,1 Tortoise
audios_demo/Evaluation/References_DAPS/m4_script2_clean_segment_0.wav, Pre-operative transgender people should not expect to pass through the scanners with their privacy and dignity intact.,audios_demo/Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/m4_script2_clean_segment_0.wav/m4_script2_clean_segment_0.wav_en_170.wav,en,m4_script2,1 Tortoise
audios_demo/Evaluation/References_DAPS/m5_script2_clean_segment_18.wav," Unfortunately, studying traffic flow is difficult because driver behavior cannot be predicted with one-hundred percent certainty.",audios_demo/Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/m5_script2_clean_segment_18.wav/m5_script2_clean_segment_18.wav_en_190.wav,en,m5_script2,1 Tortoise
audios_demo/Evaluation/References_DAPS/m6_script1_clean_segment_30.wav," Backpacking by ski: This activity is also called backcountry ski, ski touring or ski hiking.",audios_demo/Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/m6_script1_clean_segment_30.wav/m6_script1_clean_segment_30.wav_en_202.wav,en,m6_script1,1 Tortoise
audios_demo/Evaluation/References_DAPS/m7_script1_clean_segment_37.wav, You can also have alloys that include small amounts of non-metallic elements like carbon.,audios_demo/Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/m7_script1_clean_segment_37.wav/m7_script1_clean_segment_37.wav_en_206.wav,en,m7_script1,1 Tortoise
audios_demo/Evaluation/References_DAPS/m8_script2_clean_segment_8.wav, Gosling and Stone received nominations for Best Actor and Actress respectively.,audios_demo/Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/m8_script2_clean_segment_8.wav/m8_script2_clean_segment_8.wav_en_226.wav,en,m8_script2,1 Tortoise
audios_demo/Evaluation/References_DAPS/m9_script2_clean_segment_4.wav," During his trip, Iwasaki ran into trouble on many occasions.",audios_demo/Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/m9_script2_clean_segment_4.wav/m9_script2_clean_segment_4.wav_en_234.wav,en,m9_script2,1 Tortoise
audios_demo/Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," On the outlying islands credit cards will probably not be accepted, although British and United States currency may be taken; check with the owners in advance to determine what is an acceptable payment method.",audios_demo/Evaluation/XTTS_v2.0.2/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_en_127.wav,en,f10_script2,8 XTTS (Exp 3.)
audios_demo/Evaluation/References_DAPS/f1_script1_clean_segment_0.wav," The most readily accessible plant resources would have been the proteins accessible in leaves and legumes, but these are hard for primates like us to digest unless they are cooked.",audios_demo/Evaluation/XTTS_v2.0.2/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_319.wav,en,f1_script1,8 XTTS (Exp 3.)
audios_demo/Evaluation/References_DAPS/f2_script1_clean_segment_4.wav, His work is of such recognized quality and detail that he is one of the very few household names among philatelists. Some specialize in collecting his work alone.,audios_demo/Evaluation/XTTS_v2.0.2/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_463.wav,en,f2_script1,8 XTTS (Exp 3.)
